,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,F_PU1,F_PU2,F_PU3,F_PU4,F_PU5,F_PU6,F_PU7,F_PU8,F_PU9,F_PU10,F_PU11,F_V2,S_PU1,S_PU2,S_PU3,S_PU4,S_PU5,S_PU6,S_PU7,S_PU8,S_PU9,S_PU10,S_PU11,S_V2
8179200,1.2054505,4.486126,4.4777656,3.9098225,3.2123134,5.2741895,3.0463603,2.9744608,33.96129,29.508135,69.9615,29.466448,85.2786,25.920303,61.312653,25.797438,67.62449,31.968954,31.068953,0.09815645,0.098175906,0.0,0.0,0.0,0.0,0.05077299,0.0,0.0,0.032406658,0.0,0.066539265,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
8182800,1.2551638,4.6534834,4.0200353,3.8178654,2.3449988,5.422069,2.8890023,2.9736886,33.099445,29.514189,60.871014,29.470842,83.079285,25.345154,56.426876,25.21871,65.21232,31.949965,31.049963,0.09974829,0.099768214,0.0,0.0,0.0,0.0,0.05185589,0.0,0.0,0.03291286,0.0,0.05973567,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
8186400,1.1093587,4.715349,3.3251197,2.8572078,1.4575089,5.2122955,1.8031802,2.9725306,31.82143,29.415377,52.210083,29.369064,78.96254,16.384956,76.42784,16.264917,59.528706,31.800625,30.900623,0.102092244,0.10211288,0.0,0.0,0.0,0.0,0.05374128,0.03610292,0.0,0.032001857,0.0,0.043930896,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
8190000,0.710997,4.29957,3.0599637,1.6848979,0.9441542,5.068556,0.4581833,2.9725633,31.856163,26.286396,82.47622,26.318064,101.11572,11.400981,75.45854,11.117329,74.1394,29.563524,28.663523,0.102028795,0.10204942,0.0,0.038271014,0.0,0.039345127,0.03932087,0.03382532,0.0,0.02547585,0.025437236,0.06412602,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
8193600,0.36218107,3.738981,3.3089254,1.63971,0.71582395,5.321396,0.36225426,2.973605,33.00705,26.681484,86.798645,26.708979,104.01752,13.303405,77.47301,13.038886,78.40307,29.901945,29.00194,0.0999184,0.099938385,0.0,0.03613523,0.0,0.03738218,0.037358247,0.03375112,0.0,0.024533458,0.024495484,0.071918815,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
8197200,0.17664354,3.332285,3.725607,2.3464203,0.934099,5.499999,1.4366723,2.974098,33.554134,26.760315,89.58515,26.785185,105.878296,15.552918,79.48524,15.346238,87.47286,29.932985,29.03298,0.0989096,0.098929286,0.0,0.034573942,0.0,0.035883166,0.035859484,0.033874672,0.0,0.02147445,0.021438655,0.075867906,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
8200800,0.0875513,3.0107603,4.226144,3.3878357,1.3668168,5.499999,3.0286217,2.9745538,34.065536,26.884201,92.36665,26.908428,108.257256,19.536959,82.644325,19.440355,74.211205,29.997492,29.097492,0.09796327,0.09798267,0.0,0.032958075,0.0,0.03383238,0.03380906,0.034330446,0.0,0.028460141,0.0,0.07976401,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
8204400,0.14596169,2.9575915,4.800155,4.1758995,2.047138,5.499999,4.1615853,2.9748607,34.41344,27.436506,94.44506,27.490355,90.38213,20.185314,84.0561,20.09381,77.26079,30.302376,29.40237,0.0973176,0.09733682,0.0,0.03198754,0.0,0.0,0.047017895,0.033872448,0.0,0.027639652,0.0,0.080025114,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
8208000,0.3287738,3.2964964,5.268015,4.0667434,2.847517,5.397038,4.3534803,2.9756699,35.325123,31.16268,76.9071,31.16268,69.73824,26.123222,86.88707,26.123222,61.262226,33.421562,32.52156,0.09561833,0.095637046,0.0,0.0,0.0,0.0,0.0,0.035658278,0.0,0.0,0.0,0.06423415,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8211600,0.60178035,3.978343,5.0919423,3.3996396,3.6609094,5.201124,3.540702,2.9759026,35.589294,31.707619,76.861664,31.707619,69.04509,26.518408,87.54939,26.518408,60.563553,33.958435,33.058437,0.09512394,0.095142506,0.0,0.0,0.0,0.0,0.0,0.035506237,0.0,0.0,0.0,0.06255798,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8215200,0.94097364,4.5223284,4.92665,3.3874545,3.8054771,4.97138,2.7722094,2.976163,35.888634,30.133566,76.6319,30.09539,90.44951,30.186695,65.00852,30.186695,59.870525,32.65372,31.753721,0.09456265,0.09458106,0.0,0.0,0.0,0.0,0.048416484,0.0,0.0,0.0,0.0,0.08035283,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8218800,1.2253004,4.829054,4.755637,4.327927,3.4845295,5.154169,3.246841,2.97587,35.55041,30.23318,76.40735,30.195501,91.17882,27.32899,64.67107,27.213388,72.71273,32.720924,31.820927,0.095196776,0.095215365,0.0,0.0,0.0,0.0,0.048075926,0.0,0.0,0.031357646,0.0,0.075092144,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
8222400,1.5134876,5.414009,4.5809875,3.9348164,3.1619165,5.499999,4.4441166,2.9764652,36.232323,32.974686,76.23542,32.974686,69.483444,28.319828,64.35014,28.216694,79.85536,35.21557,34.31557,0.09391664,0.09393485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029483879,0.0,0.06044153,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8226000,2.115274,5.4999156,4.4059935,3.2438073,2.8296764,5.3520827,4.1354284,2.978293,38.34812,30.499916,73.018845,30.499916,64.007095,33.29875,62.37664,33.29875,57.923294,42.19258,31.689915,0.08990414,0.0899212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8229600,2.6511111,5.065314,4.0652514,3.274131,2.164173,5.000774,2.5084023,2.9754329,35.0582,27.966307,61.456486,27.923515,82.27257,27.2422,56.06794,27.111761,65.04126,38.304226,29.3519,0.09611695,0.09613582,0.0,0.0,0.0,0.0,0.051496197,0.0,0.0,0.03347006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8233200,2.7115352,4.5182776,3.3836184,2.2966094,1.4426726,4.792005,1.3749273,2.974377,33.87028,27.286377,52.31298,27.240877,77.9423,18.594942,77.17285,18.471489,60.00065,37.05935,28.684359,0.09832496,0.098344475,0.0,0.0,0.0,0.0,0.053231582,0.03691351,0.0,0.032489568,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
8236800,2.4856932,3.5258172,3.0278728,1.3599689,0.94330776,4.816962,0.36215192,2.9749677,34.530968,19.800095,80.73681,19.824972,97.14913,13.860073,76.33145,13.562928,74.90461,37.48439,21.903067,0.09709915,0.097118296,0.0,0.035670903,0.0,0.037369426,0.037345495,0.03477151,0.0,0.026122816,0.02608377,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
8240400,2.3780813,2.3540747,3.207071,1.1754405,0.7605096,5.0964794,0.29779306,2.9760513,35.757412,19.512943,84.16545,19.533808,99.19907,15.582782,78.35458,15.308408,79.47272,38.517483,21.522387,0.09480882,0.094827294,0.0,0.033472244,0.0,0.03537711,0.035353523,0.034587868,0.0,0.025022496,0.024984187,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
8244000,2.4694479,1.2501934,3.5532174,1.7414154,1.0031924,5.499999,1.3120568,2.9768374,36.65826,19.106457,86.67779,19.123968,100.55237,18.306671,80.652916,18.092972,89.42599,39.490845,21.04204,0.0931139,0.09313188,0.0,0.031621117,0.0,0.033752266,0.033728957,0.03481706,0.0,0.02186509,0.021829005,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
8247600,2.5452106,0.4953976,4.0005946,2.6828277,1.4583461,5.499999,3.024873,2.9753954,35.014732,24.80562,91.27884,24.827978,106.56644,21.48077,83.56635,21.381786,75.01619,28.08299,27.182991,0.09619808,0.09621696,0.0,0.032331802,0.0,0.03345754,0.033434283,0.034931183,0.0,0.028837547,0.0,0.1072788,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
8251200,2.4433982,0.65127176,4.5529146,3.7887323,2.1566012,5.499999,4.1707473,2.975428,35.048683,25.584908,92.02144,25.640347,88.11303,21.519703,83.89695,21.42138,75.3714,28.61466,27.71466,0.096134715,0.09615358,0.0,0.032355424,0.0,0.0,0.04725236,0.0347609,0.0,0.028733,0.0,0.10363624,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
8254800,2.413814,0.9069771,5.1078944,4.4968753,2.8694878,5.390871,4.307074,2.9755025,35.137024,25.83654,92.46217,25.89156,88.63598,26.937307,86.69391,26.937307,60.358448,28.85933,27.959324,0.09596981,0.09598862,0.0,0.03223426,0.0,0.0,0.04709952,0.03622551,0.0,0.0,0.0,0.10315111,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
8258400,2.5433178,1.6700794,5.146339,3.5941768,3.6173027,5.134905,3.2120337,2.976084,35.79453,30.706694,76.05555,30.706694,67.83161,27.471428,87.232994,27.471428,59.283966,33.03454,32.13454,0.09473919,0.09475765,0.0,0.0,0.0,0.0,0.0,0.036222193,0.0,0.0,0.0,0.07727862,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8262000,2.705224,2.3685808,4.9203525,3.254737,3.7899525,5.072314,2.8157883,2.9754143,35.033726,28.313143,73.48811,28.273046,86.160774,27.53995,63.426514,27.417065,69.23358,30.8924,29.992395,0.09616264,0.09618151,0.0,0.0,0.0,0.0,0.04971832,0.0,0.0,0.032409538,0.0,0.08853846,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
8265600,2.7342782,2.780658,4.5780478,3.5922048,3.1393504,5.341302,3.2183683,2.9750235,34.59647,28.486443,69.99054,28.445166,84.79195,27.285425,61.22033,27.160223,67.79307,31.047344,30.147345,0.09697733,0.09699644,0.0,0.0,0.0,0.0,0.05050465,0.0,0.0,0.03273779,0.0,0.08475648,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
8269200,2.6858997,3.1442406,4.117295,3.4690588,2.26412,5.4854417,3.0449276,2.9740887,33.5475,28.460882,61.55425,28.417837,82.427444,26.317856,55.94784,26.18958,65.23762,30.984144,30.084143,0.09892185,0.098941535,0.0,0.0,0.0,0.0,0.05166143,0.0,0.0,0.033169746,0.0,0.07704167,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
8272800,2.4363754,3.383891,3.436313,2.4689152,1.437659,5.2610183,1.8816499,2.9727678,32.079685,28.236034,52.711533,28.19013,78.33844,16.864307,76.54987,16.743446,59.591602,30.692106,29.792105,0.10162015,0.101640634,0.0,0.0,0.0,0.0,0.053487,0.036302548,0.0,0.03211967,0.0,0.06159072,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
8276400,1.9733152,3.1004338,3.0466437,1.519308,0.94952136,5.0931773,0.50565946,2.972898,32.226513,25.774622,82.20535,25.805643,100.6407,11.972969,75.60997,11.68662,74.37472,29.10316,28.203161,0.101351395,0.10137181,0.0,0.03814395,0.0,0.039317016,0.039292768,0.03407883,0.0,0.025606273,0.02556757,0.074658625,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
8280000,1.5676609,2.6535962,3.282843,1.4443172,0.7286697,5.355803,0.35420823,2.9739957,33.443832,26.126461,86.57727,26.153446,103.62896,14.012027,77.82655,13.744592,78.75536,29.399897,28.499897,0.09911328,0.09913302,0.0,0.03594703,0.0,0.037245717,0.03722181,0.033966053,0.0,0.024678921,0.024640847,0.08250419,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
8283600,1.326285,2.3627021,3.6963158,2.1709611,0.96001375,5.499999,1.4905388,2.9744887,33.99549,26.21166,89.239845,26.236486,105.50762,16.364408,79.78064,16.155096,87.98508,29.442749,28.54275,0.09809308,0.098112516,0.0,0.034453362,0.0,0.035729505,0.035705853,0.034184724,0.0,0.02162164,0.021585736,0.08673578,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
8287200,1.1829216,2.1617796,4.189411,3.217874,1.3974103,5.499999,3.0538015,2.9749677,34.532597,26.297441,92.05054,26.320486,107.593506,20.444355,82.98025,20.346807,74.66726,29.475101,28.575096,0.09709613,0.09711526,0.0,0.032788415,0.0,0.03390244,0.0338791,0.034667797,0.0,0.028610718,0.0,0.09037261,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
8290800,1.1730478,2.211865,4.7543163,4.051507,2.0828104,5.499999,4.1718636,2.9751909,34.782505,26.806992,94.01576,26.860277,89.8928,20.936426,84.556145,20.843847,77.510155,29.732285,28.832285,0.09663099,0.096650004,0.0,0.031857684,0.0,0.0,0.046937965,0.034023635,0.0,0.027813803,0.0,0.09008566,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
8294400,1.2992959,2.563011,5.281819,4.156012,2.912806,5.3927593,4.3471365,2.9759908,35.688107,31.022675,77.07446,31.022675,69.82398,26.87673,87.391205,26.87673,61.37284,33.316532,32.416527,0.09493878,0.09495729,0.0,0.0,0.0,0.0,0.0,0.03579961,0.0,0.0,0.0,0.07110369,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8298000,1.540537,3.3177788,5.1174383,3.4771419,3.7558618,5.205245,3.5742908,2.976135,35.85326,31.561096,76.87793,31.561096,69.014725,27.146723,87.783516,27.146723,60.62284,33.8422,32.942204,0.094629005,0.09464742,0.0,0.0,0.0,0.0,0.0,0.03573032,0.0,0.0,0.0,0.06866705,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8301600,1.8649173,3.9619117,4.950937,3.2946508,3.760466,4.9785705,2.8019006,2.9764001,36.157574,29.883358,76.57842,29.845282,90.31949,30.828712,64.891304,30.828712,60.03206,32.440895,31.540897,0.0940573,0.09407556,0.0,0.0,0.0,0.0,0.04835171,0.0,0.0,0.0,0.0,0.08656642,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8305200,2.1232457,4.341498,4.7739706,4.2340074,3.41205,5.126515,3.1988254,2.9761536,35.877426,30.016275,76.54695,29.978765,91.16861,27.971355,64.64074,27.855196,73.07484,32.538475,31.638477,0.09458368,0.09460209,0.0,0.0,0.0,0.0,0.04796331,0.0,0.0,0.03143922,0.0,0.081211746,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
8308800,2.3732862,4.9494743,4.6078877,4.018904,3.0857165,5.499999,4.4253364,2.9767258,36.529953,32.941082,76.468605,32.941082,69.54413,28.952803,64.24068,28.848972,80.14948,35.20736,34.307354,0.09335595,0.09337401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029591292,0.0,0.065736264,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8312400,2.8003345,5.4999757,4.4489303,3.3376062,2.7434955,5.354901,4.181863,2.978586,38.689335,30.499975,72.956635,30.499975,63.990147,33.87903,62.256073,33.87903,57.9191,42.74397,31.689976,0.08925107,0.089267954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8316000,3.3302279,5.1011395,4.10377,3.2471466,2.0687368,4.9899836,2.5142252,2.9762793,36.016876,28.004732,61.80291,27.96199,82.38137,31.872164,55.50123,31.872164,44.99123,39.78564,29.390083,0.09432174,0.09434008,0.0,0.0,0.0,0.0,0.051461775,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8319600,3.372681,4.5544987,3.4288714,2.296814,1.4194275,4.777392,1.3879591,2.9747398,34.272713,27.318022,52.643543,27.272429,77.84656,19.065475,77.26436,18.940317,59.595837,37.670937,28.716427,0.09757895,0.09759824,0.0,0.0,0.0,0.0,0.05329054,0.037120186,0.0,0.03273134,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
8323200,3.1384907,3.5812511,3.0276494,1.3515322,0.9108353,4.773039,0.3366465,2.9753165,34.92287,19.846895,80.84108,19.871387,97.13797,14.43981,76.49901,14.141502,75.33749,38.08405,21.950504,0.096369416,0.09638835,0.0,0.035638083,0.0,0.03741633,0.037392393,0.035011828,0.0,0.026177857,0.026138775,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
8326800,3.0252278,2.408862,3.2169216,1.159023,0.73016727,5.0768995,0.35363153,2.9763675,36.119736,19.552551,84.14811,19.573456,99.19714,16.080538,78.689674,15.802392,79.50372,39.109768,21.56358,0.09412842,0.094146706,0.0,0.033507198,0.0,0.035414062,0.035390466,0.034684606,0.0,0.025207631,0.025169197,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
8330400,3.10886,1.3032831,3.561403,1.7225049,0.9942628,5.499999,1.3098987,2.9771535,37.02541,19.141855,86.45049,19.160337,100.61251,18.856367,80.76068,18.641962,89.89483,40.08535,21.07989,0.092419945,0.09243773,0.0,0.031792756,0.0,0.03373045,0.033707146,0.03507407,0.0,0.021904076,0.021867963,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
8334000,3.2012265,0.50515515,3.9983995,2.679172,1.4478816,5.499999,3.0369933,2.975707,35.365417,24.870846,91.614365,24.892118,106.58426,22.004663,83.64175,21.90459,75.01942,28.170414,27.270412,0.095542975,0.09556167,0.0,0.032158595,0.0,0.03350179,0.03347853,0.035191175,0.0,0.02900773,0.0,0.110442325,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
8337600,3.0838754,0.69249254,4.5609326,3.7788818,2.1436996,5.499999,4.187239,2.9756978,35.358944,25.717728,92.042534,25.773455,88.1445,22.077757,84.2639,21.979038,75.74074,28.768637,27.868633,0.0955551,0.09557379,0.0,0.032426674,0.0,0.0,0.04730933,0.034873117,0.0,0.02879525,0.0,0.106268905,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
8341200,3.0388038,0.9748613,5.116322,4.486392,2.8685112,5.3867965,4.28381,2.975791,35.460323,25.989592,92.46169,26.045029,88.67555,27.511574,86.86985,27.511574,60.42397,29.033146,28.133146,0.09536541,0.095384054,0.0,0.032332517,0.0,0.0,0.0471636,0.03644637,0.0,0.0,0.0,0.10567707,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
8344800,3.1535594,1.7561207,5.1406274,3.6040273,3.6236837,5.1355376,3.206155,2.9763117,36.054634,30.950953,75.92995,30.950953,67.80204,27.993382,87.61355,27.993382,59.45666,33.288128,32.388123,0.09425079,0.09426911,0.0,0.0,0.0,0.0,0.0,0.036300935,0.0,0.0,0.0,0.0788997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8348400,3.300811,2.4734442,4.9079256,3.2501326,3.7858226,5.0765643,2.8124583,2.9756932,35.350582,28.529882,73.466385,28.489605,86.137665,28.079311,63.399536,27.955246,69.17031,31.124037,30.224037,0.09557075,0.095589444,0.0,0.0,0.0,0.0,0.049842414,0.0,0.0,0.0325769,0.0,0.09071134,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
8352000,3.3131173,2.907269,4.5650067,3.5803914,3.1321602,5.3416085,3.192249,2.9752886,34.894386,28.710127,70.14627,28.668724,84.84665,27.801868,61.30546,27.675686,67.8034,31.284431,30.384428,0.09642251,0.096441455,0.0,0.0,0.0,0.0,0.05058965,0.0,0.0,0.032876402,0.0,0.08681267,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
8355600,3.2472236,3.2917757,4.1102533,3.472984,2.2730405,5.486865,3.0439231,2.974377,33.868004,28.67824,61.327286,28.6352,82.65038,26.784641,56.25284,26.655739,65.3813,31.211855,30.311855,0.09832919,0.0983487,0.0,0.0,0.0,0.0,0.051658705,0.0,0.0,0.033256717,0.0,0.07884752,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
8359200,2.9849792,3.550718,3.4238858,2.5020573,1.4458538,5.271092,1.9051368,2.9729586,32.290684,28.42701,52.674213,28.380966,78.33936,17.248434,76.7129,17.127823,60.102184,30.8918,29.9918,0.101233855,0.10125424,0.0,0.0,0.0,0.0,0.053574253,0.036425203,0.0,0.03208395,0.0,0.06329192,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
8362800,2.5094407,3.2816927,3.0487273,1.5280981,0.9468796,5.1194267,0.5593678,2.9731586,32.51308,26.0247,82.21092,26.056164,100.78895,12.386158,75.77552,12.098897,74.67409,29.36682,28.46682,0.10082612,0.10084638,0.0,0.03827291,0.0,0.039393798,0.039369535,0.03422688,0.0,0.025650147,0.025611416,0.07623466,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
8366400,2.0941405,2.8485842,3.2859592,1.4621766,0.7438037,5.3937635,0.47073135,2.9742236,33.695206,26.364452,86.80559,26.391003,103.7316,14.354117,77.93036,14.085273,78.92485,29.649351,28.749352,0.098648876,0.098668486,0.0,0.035952497,0.0,0.03735604,0.037332118,0.034109235,0.0,0.024748953,0.02471083,0.0838851,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
8370000,1.8394165,2.5697825,3.7075894,2.1658638,0.9866446,5.499999,1.6150615,2.9747398,34.274303,26.437262,89.13373,26.462456,105.52838,16.778788,80.01852,16.569462,88.397446,29.686064,28.786064,0.09757602,0.097595304,0.0,0.034649715,0.0,0.03590781,0.035884123,0.034289744,0.0,0.021622637,0.021586731,0.08822069,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
8373600,1.6876072,2.3799803,4.1936064,3.200396,1.4395286,5.499999,3.0841904,2.9752142,34.806988,26.545082,92.26709,26.568556,107.93004,20.85906,83.31483,20.760246,74.478096,29.73133,28.831327,0.09658539,0.09660439,0.0,0.032808043,0.0,0.03381993,0.033796605,0.034715176,0.0,0.028810136,0.0,0.09194498,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
8377200,1.6664363,2.44506,4.7654133,4.058074,2.1341932,5.499999,4.216986,2.975428,35.050312,27.063269,94.115746,27.117094,90.16657,21.36554,84.50595,21.272188,77.57634,29.998762,29.098763,0.096131675,0.09615053,0.0,0.031959094,0.0,0.0,0.046928264,0.034309704,0.0,0.02793883,0.0,0.091423206,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
8380800,1.7870476,2.81567,5.2782655,4.1520123,2.9303029,5.385457,4.3032975,2.976163,35.8884,31.325586,76.95574,31.325586,69.77164,27.254442,87.41745,27.254442,61.34663,33.622402,32.722397,0.09456304,0.09458144,0.0,0.0,0.0,0.0,0.0,0.035997562,0.0,0.0,0.0,0.0716594,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8384400,2.018187,3.5763352,5.10569,3.4789279,3.7665029,5.1967897,3.5311863,2.9763582,36.11204,31.880274,76.770966,31.880274,68.88446,27.594072,88.100945,27.594072,60.588825,34.164955,33.264954,0.09414287,0.09416115,0.0,0.0,0.0,0.0,0.0,0.035803836,0.0,0.0,0.0,0.06935712,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8388000,2.338228,4.2285976,4.931617,3.2945578,3.7629404,4.967585,2.7669446,2.976563,36.34172,30.153303,76.51486,30.115013,90.31998,31.209219,64.973526,31.209219,59.99565,32.713223,31.813225,0.093710676,0.093728825,0.0,0.0,0.0,0.0,0.048497006,0.0,0.0,0.0,0.0,0.08679132,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8391600,2.5781667,4.6077604,4.7514977,4.254276,3.4413507,5.1512017,3.259538,2.976377,36.131725,30.316843,76.43082,30.279106,91.1828,28.40146,64.593765,28.284462,73.0848,32.84543,31.94543,0.094106,0.09412428,0.0,0.0,0.0,0.0,0.048119143,0.0,0.0,0.031560957,0.0,0.08210427,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
8395200,2.8250818,5.229276,4.578429,3.9787393,3.1040504,5.499999,4.534874,2.976921,36.75619,33.247204,76.12128,33.247204,69.641136,29.345243,64.309555,29.241594,80.6304,35.51503,34.61503,0.09292894,0.092946865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029563652,0.0,0.066050194,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8398800,3.3553843,5.499953,4.3954635,3.3082407,2.7794375,5.348892,4.132815,2.9788,38.94005,30.499952,72.864426,30.499952,63.767433,34.340008,62.43158,34.340008,57.836136,43.1427,31.689953,0.08877012,0.08878687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8402400,3.8731527,5.0886383,4.0484986,3.2494535,2.1341746,5.0051455,2.5143647,2.9760466,35.75493,27.990194,61.397644,27.947416,82.31158,28.387526,56.170082,28.255259,65.23388,39.389187,29.375736,0.09481348,0.09483196,0.0,0.0,0.0,0.0,0.05148877,0.0,0.0,0.033722386,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8406000,3.9147735,4.541681,3.3648753,2.271904,1.4461794,4.801242,1.4452114,2.9750142,34.584965,27.30831,52.876247,27.262777,77.92316,19.584276,77.41759,19.458689,59.89188,38.169724,28.706429,0.096998714,0.09701783,0.0,0.0,0.0,0.0,0.0532506,0.0373179,0.0,0.032792468,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
