,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,F_PU1,F_PU2,F_PU3,F_PU4,F_PU5,F_PU6,F_PU7,F_PU8,F_PU9,F_PU10,F_PU11,F_V2,S_PU1,S_PU2,S_PU3,S_PU4,S_PU5,S_PU6,S_PU7,S_PU8,S_PU9,S_PU10,S_PU11,S_V2
1231200,4.287109,5.097712,4.080432,3.2450724,2.1112087,5.0165496,2.5372097,2.9762142,35.94353,28.00069,61.626904,27.957941,82.360725,28.741201,55.98386,28.60828,65.24606,39.726303,29.386103,0.09445952,0.094477884,0.0,0.0,0.0,0.0,0.051469892,0.0,0.0,0.033812188,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1234800,4.318,4.5509777,3.401822,2.2941537,1.445426,4.8164687,1.4062649,2.9752002,34.791733,27.310446,52.227303,27.264769,77.72609,19.88776,77.54351,19.76181,60.00955,38.506126,28.709232,0.09661381,0.096632816,0.0,0.0,0.0,0.0,0.053342696,0.03741355,0.0,0.032843336,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1238400,4.072978,3.563559,3.0256124,1.3494579,0.9596975,4.828561,0.3942988,2.975791,35.460667,19.818302,80.662605,19.84331,97.11822,15.070841,76.71013,14.768227,75.422035,38.933907,21.923367,0.09536477,0.09538341,0.0,0.035723608,0.0,0.037409566,0.03738563,0.035255723,0.0,0.026381249,0.02634203,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1242000,3.9491992,2.3904076,3.2014062,1.170427,0.77915037,5.1255846,0.37247688,2.9768326,36.6535,19.549124,84.335396,19.569368,99.18592,16.773252,78.72574,16.493736,80.026436,39.93267,21.55818,0.093122855,0.09314083,0.0,0.033389978,0.0,0.035420395,0.0353968,0.03506749,0.0,0.025274593,0.025236113,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1245600,4.022776,1.2871352,3.5561008,1.7514148,1.0358417,5.499999,1.4502623,2.977586,37.522953,19.126038,86.40299,19.144674,100.60957,19.544708,81.22614,19.326786,90.17899,40.86957,21.064137,0.09147652,0.09149403,0.0,0.031813346,0.0,0.033718493,0.03369519,0.03520392,0.0,0.022097077,0.022060825,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1249200,4.095539,0.51765203,3.9936557,2.6879437,1.5084268,5.499999,3.0761538,2.9760747,35.78597,24.962341,91.472786,24.984377,106.668945,22.7043,84.17893,22.602674,74.97021,28.295843,27.395844,0.09475525,0.09477371,0.0,0.032308053,0.0,0.033508077,0.033484817,0.03528517,0.0,0.029250221,0.0,0.114411905,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1252800,3.947353,0.7438708,4.551017,3.7790213,2.226997,5.499999,4.218382,2.9760885,35.803726,25.919641,92.40722,25.974764,88.2723,22.760809,84.52434,22.66214,76.44995,28.996367,28.096367,0.09472195,0.09474039,0.0,0.032323133,0.0,0.0,0.047350466,0.035117682,0.0,0.028788978,0.0,0.10983005,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1256400,3.881036,1.0677533,5.114192,4.494494,2.954878,5.381467,4.247636,2.9763582,36.11072,28.673334,93.81545,28.769592,68.73166,28.3918,87.230965,28.3918,60.389236,31.304794,30.404795,0.09414536,0.09416365,0.0,0.03317002,0.0,0.0,0.0,0.0367324,0.0,0.0,0.0,0.096456796,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1260000,3.9761512,1.8857732,5.1480317,3.5802798,3.7049346,5.128422,3.1661854,2.976642,36.43327,31.31214,75.980316,31.31214,68.11203,28.690172,87.8629,28.690172,59.272392,33.662956,32.76295,0.09353821,0.093556315,0.0,0.0,0.0,0.0,0.0,0.036548838,0.0,0.0,0.0,0.08122209,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1263600,4.113194,2.6321647,4.917878,3.2590716,3.7349234,5.1028605,2.8560648,2.9760885,35.80276,28.85741,73.48182,28.817019,86.31907,28.835276,63.37219,28.710073,69.34413,31.471941,30.571938,0.09472375,0.09474221,0.0,0.0,0.0,0.0,0.0499168,0.0,0.0,0.032737248,0.0,0.0937081,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1267200,4.1041617,3.0970063,4.575304,3.600009,3.086935,5.373356,3.2304606,2.9756746,35.330696,29.03745,69.841965,28.99586,84.93196,28.518476,61.12852,28.391182,67.94704,31.630253,30.730253,0.09560792,0.09562663,0.0,0.0,0.0,0.0,0.050710876,0.0,0.0,0.03303238,0.0,0.08958175,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1270800,4.020111,3.506214,4.110309,3.500694,2.207956,5.499999,3.0716052,2.974735,34.269505,29.0073,61.570515,28.964098,82.76275,27.501919,56.008247,27.372984,66.09487,31.558666,30.658663,0.09758492,0.09760421,0.0,0.0,0.0,0.0,0.051763836,0.0,0.0,0.033267535,0.0,0.08173592,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1274400,3.7358496,3.7910523,3.429225,2.5524821,1.44151,5.243587,1.9436089,2.9732795,32.648533,28.70922,52.800186,28.663065,78.47155,17.718327,76.84214,17.596254,59.82714,31.186224,30.286224,0.10057751,0.100597695,0.0,0.0,0.0,0.0,0.05364297,0.036613837,0.0,0.032293517,0.0,0.06568869,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1278000,3.2446191,3.5530016,3.0513783,1.561696,0.94747496,5.0711417,0.55168456,2.9734235,32.803936,26.355219,82.506935,26.386288,100.96548,12.755722,76.00581,12.465595,74.68456,29.708797,28.808798,0.100292005,0.1003121,0.0,0.03829107,0.0,0.039508652,0.039484374,0.034310605,0.0,0.025787909,0.025749084,0.077615134,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1281600,2.8100038,3.1319203,3.3001444,1.5005277,0.74225026,5.341674,0.46234116,2.9745398,34.0484,26.703468,86.9462,26.730099,103.90633,14.90326,78.19133,14.632677,79.26013,30.006422,29.106417,0.09799503,0.098014444,0.0,0.036064528,0.0,0.037489742,0.037465792,0.0342815,0.0,0.024835335,0.024797156,0.08587411,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1285200,2.5416434,2.870048,3.7253184,2.20668,0.9908397,5.499999,1.6020856,2.975028,34.598217,26.779715,89.659386,26.804197,105.83969,17.300896,80.32392,17.09075,88.8263,30.036448,29.136448,0.096974075,0.096993186,0.0,0.034541443,0.0,0.035934117,0.035910428,0.034418415,0.0,0.021668214,0.021632276,0.0896621,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1288800,2.3723142,2.6962447,4.2263765,3.250672,1.4584019,5.499999,3.0947294,2.9755118,35.14611,26.87196,92.33982,26.895433,108.02771,21.495857,83.592155,21.39685,75.02091,30.079655,29.179655,0.09595284,0.095971644,0.0,0.032967214,0.0,0.034037627,0.03401427,0.034924965,0.0,0.02884102,0.0,0.09392137,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1292400,2.33567,2.7838533,4.7966857,4.0714965,2.14636,5.499999,4.2306695,2.9757397,35.40312,27.43129,94.34339,27.485271,90.14869,21.909592,84.771225,21.815388,77.719,30.382496,29.482496,0.095472455,0.09549112,0.0,0.032049872,0.0,0.0,0.047145963,0.034474973,0.0,0.028076189,0.0,0.09325015,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1296000,2.4463608,3.1876519,5.2688427,4.1385994,2.9656959,5.382053,4.2993536,2.9764886,36.259075,31.78122,76.92189,31.78122,69.81354,27.841002,87.79567,27.841002,61.28642,34.082962,33.182964,0.0938663,0.093884505,0.0,0.0,0.0,0.0,0.0,0.036114413,0.0,0.0,0.0,0.07257694,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1299600,2.6673195,3.958056,5.0942674,3.4723237,3.8142302,5.1892276,3.5088902,2.9766512,36.446636,32.3312,76.670235,32.3312,69.222786,28.160154,88.42013,28.160154,60.652103,34.619953,33.719955,0.09351302,0.093531124,0.0,0.0,0.0,0.0,0.0,0.035943046,0.0,0.0,0.0,0.07013781,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1303200,2.9904206,4.634443,4.914027,3.27228,3.7481413,4.9670644,2.7646937,2.9768884,36.719223,30.604872,76.56825,30.56655,90.7271,31.814196,64.96221,31.814196,59.93798,33.1705,32.270504,0.09299876,0.093016714,0.0,0.0,0.0,0.0,0.048520654,0.0,0.0,0.0,0.0,0.087669276,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1306800,3.2230065,5.022275,4.7388754,4.244109,3.4248958,5.15069,3.27443,2.9766605,36.454235,30.756342,76.48004,30.71835,91.30136,28.981745,64.65076,28.864353,73.46581,33.290398,32.3904,0.09349875,0.09351685,0.0,0.0,0.0,0.0,0.04829299,0.0,0.0,0.0316191,0.0,0.08282116,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1310400,3.5147793,5.5000315,4.570411,3.9839296,3.1014924,5.499999,4.59834,2.979572,39.85816,30.500032,76.32331,30.500032,69.547646,32.428665,64.355736,32.320015,81.269585,43.92705,31.690031,0.087000914,0.08701716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030324781,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1314000,4.1441827,5.5000315,4.402942,3.3093662,2.7832513,5.3330884,4.060661,2.9791582,39.36391,30.500032,72.886665,30.500032,64.201866,35.064404,62.235664,35.064404,57.87299,43.82385,31.690031,0.08795493,0.08797144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317600,4.5579576,5.094238,4.056954,3.269443,2.1073112,5.0016665,2.5249314,2.9905202,24.6372,27.996807,61.094517,27.954048,82.34573,27.989332,56.309822,27.857748,65.191734,37.60641,29.382256,0.11497622,0.0,0.0,0.0,0.0,0.0,0.051475324,0.0,0.0,0.033628404,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1321200,4.2500463,4.5474386,3.3662336,2.3088133,1.4466444,4.798349,1.3844244,2.9897528,21.800926,27.312086,53.139942,27.266518,77.87193,17.410666,76.78221,17.28823,59.33576,34.63519,28.71039,0.11990718,0.0,0.0,0.0,0.0,0.0,0.05327606,0.036477216,0.0,0.032344908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1324800,3.6690164,3.5518389,3.0374444,1.3560994,0.9281738,4.764723,0.3330095,2.9899108,22.377802,19.821083,80.75762,19.845892,97.14878,12.93213,75.97232,12.639538,74.55092,34.97419,21.92453,0.1189102,0.0,0.0,0.035671007,0.0,0.037386768,0.037362833,0.034435727,0.0,0.025906025,0.025867121,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1328400,3.2170393,2.379729,3.2203076,1.1652087,0.715424,5.038641,0.25792572,2.9903574,24.0345,19.514265,84.11253,19.535023,99.12031,15.293511,78.22337,15.0206995,79.37631,36.413216,21.52614,0.11603025,0.0,0.0,0.033505537,0.0,0.035448145,0.035424538,0.034494266,0.0,0.02494543,0.024907174,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1332000,2.9614735,1.272578,3.566119,1.7267278,0.95215374,5.499999,1.2706081,2.9905481,24.744114,19.121656,86.45513,19.140177,100.62543,17.698704,80.35959,17.48353,88.64861,36.979584,21.058634,0.114788905,0.0,0.0,0.03177657,0.0,0.03369926,0.03367596,0.034633495,0.0,0.02194654,0.021910395,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1335600,2.7280831,0.44910273,4.0044084,2.6776931,1.4002659,5.499999,2.9493895,2.9899714,22.609379,24.650608,91.302155,24.672262,106.38206,17.318336,81.72852,17.139357,92.31611,27.818249,26.91825,0.11850916,0.0,0.0,0.032217752,0.0,0.033482596,0.033459336,0.033575945,0.0,0.019870004,0.01983542,0.09196435,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1339200,2.3507993,0.46967822,4.5562353,3.771366,2.0656207,5.499999,4.150116,2.9899948,22.68341,25.069983,91.908005,25.124062,87.59344,20.08154,83.33521,19.985699,75.11649,28.010014,27.110014,0.11838089,0.0,0.0,0.03209798,0.0,0.0,0.04725402,0.034243744,0.0,0.02833856,0.0,0.09129079,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1342800,2.0267353,0.6104045,5.10849,4.4349904,2.7532904,5.4046655,4.356764,2.9901109,23.116436,25.27851,92.377754,25.332151,88.351326,25.664223,85.99745,25.664223,60.37682,28.228567,27.328568,0.11762932,0.0,0.0,0.031928964,0.0,0.0,0.046944473,0.03590196,0.0,0.0,0.0,0.0936623,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1346400,1.854597,1.24844,5.1516037,3.6834085,3.4864829,5.1477323,3.2641516,2.9902272,23.557701,29.382425,76.00647,29.382425,67.902336,26.09648,86.70756,26.09648,59.523727,31.65709,30.757088,0.11686172,0.0,0.0,0.0,0.0,0.0,0.0,0.035744887,0.0,0.0,0.0,0.067407295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1350000,1.7135311,1.8713415,4.9231524,3.179346,3.8727012,5.0491614,2.7528896,2.9899762,22.624754,27.278,73.39267,27.238323,85.67064,25.694872,63.53328,25.57513,68.990105,29.78416,28.884161,0.1184825,0.0,0.0,0.0,0.0,0.0,0.049435396,0.0,0.0,0.031958845,0.0,0.0767447,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1353600,1.4599606,2.1612308,4.5764947,3.4660542,3.2291403,5.3140755,3.1367826,2.989739,21.755941,27.280043,70.36072,27.239445,84.46941,24.84104,61.330585,24.720186,67.57085,29.749498,28.849493,0.11998479,0.0,0.0,0.0,0.0,0.0,0.05005621,0.0,0.0,0.032119177,0.0,0.06920227,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1357200,1.1434311,2.3644695,4.1281123,3.34515,2.3450456,5.4583178,2.9826617,2.9892783,20.08339,27.179216,61.258247,27.13687,82.075806,23.117075,56.23753,22.994265,64.84925,29.58502,28.68502,0.12285813,0.0,0.0,0.0,0.0,0.0,0.051206417,0.0,0.0,0.03239875,0.0,0.053947687,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1360800,0.8481979,2.5036051,3.4395592,2.3688097,1.4438819,5.231457,1.8197094,2.972019,31.260115,27.319286,52.1431,27.273767,77.950424,15.722197,76.08535,15.603483,59.537727,29.757456,28.857456,0.103115655,0.10313661,0.0,0.0,0.0,0.0,0.053243056,0.03592273,0.0,0.031810507,0.0,0.05807035,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1364400,0.40915492,2.177788,3.0371559,1.453405,0.90544033,5.0762763,0.48134464,2.9721866,31.441994,24.794989,82.01713,24.825066,100.138214,10.882683,75.21875,10.601876,73.97553,28.091566,27.191563,0.102784455,0.1028053,0.0,0.037723076,0.0,0.03895491,0.038930718,0.033655856,0.0,0.025337523,0.025299003,0.07221867,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1368000,0.028261902,1.7172021,3.2691696,1.3811303,0.6709895,5.329005,0.36642143,2.9733026,32.674812,25.148163,86.4832,25.173124,102.89684,12.899327,77.43879,12.636906,78.25523,28.392832,27.492826,0.10052925,0.10054942,0.0,0.03544271,0.0,0.0370414,0.037017524,0.033525866,0.0,0.0244281,0.024390196,0.08021576,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1371600,7.8125e-06,1.1442928,3.6685965,2.034244,0.8401885,5.499999,1.2790354,2.9721353,31.38941,24.286695,88.638725,24.309223,104.16325,12.310995,78.21015,12.114366,85.36309,27.377386,26.477386,0.10288025,0.10290112,0.0,0.03365647,0.0,0.035214473,0.035190906,0.032661892,0.0,0.020904275,0.020868903,0.06690605,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1375200,7.8125e-06,0.74988437,4.14813,3.050712,1.245959,5.499999,2.871943,2.9737258,33.143406,24.814718,91.33408,24.837126,106.6299,15.659554,81.00749,15.48229,90.843506,27.933289,27.033287,0.09966731,0.09968721,0.0,0.032302644,0.0,0.033403926,0.033380676,0.032999206,0.0,0.01976686,0.019732358,0.08434268,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1378800,0.0012216918,0.79989994,4.6977615,3.9633448,1.9053328,5.499999,4.0196495,2.9745724,34.08889,25.47212,93.49929,25.523327,89.411285,19.936056,83.87995,19.844597,77.03382,28.397669,27.49767,0.09791998,0.097939365,0.0,0.031320464,0.0,0.0,0.046449184,0.033828367,0.0,0.027631883,0.0,0.09211943,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1382400,0.11672627,1.1114995,5.2979856,4.229673,2.704456,5.415204,4.4358754,2.9751072,34.688976,27.828701,94.74994,27.918993,69.905304,25.496614,86.61948,25.496614,61.341003,30.363707,29.463707,0.09680521,0.096824266,0.0,0.032044,0.0,0.0,0.0,0.035453826,0.0,0.0,0.0,0.08332861,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1386000,0.36299497,1.8828943,5.1272793,3.5580952,3.5226388,5.2230206,3.6242504,2.9755723,35.21702,30.286673,76.7458,30.286673,68.9885,26.09076,87.39029,26.09076,60.60823,32.577232,31.677233,0.09582039,0.09583917,0.0,0.0,0.0,0.0,0.0,0.03535264,0.0,0.0,0.0,0.07048103,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1389600,0.66153955,2.5686014,4.949932,3.1964521,3.863818,4.9947834,2.8327174,2.9757955,35.469086,28.583055,76.6713,28.54572,89.958954,29.670862,65.01103,29.670862,59.998768,31.144436,30.244436,0.09534903,0.095367655,0.0,0.0,0.0,0.0,0.047840565,0.0,0.0,0.0,0.0,0.087712124,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1393200,0.9292348,2.9670792,4.780045,4.134637,3.5239968,5.119669,3.1448193,2.9755166,35.150642,28.733213,76.44786,28.696388,90.74666,26.880957,64.727036,26.766314,72.7431,31.260387,30.360388,0.09594439,0.0959632,0.0,0.0,0.0,0.0,0.047488406,0.0,0.0,0.031217447,0.0,0.08256287,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1396800,1.1797451,3.5526435,4.6066694,4.0861373,3.195626,5.499999,4.3271284,2.9761443,35.866123,31.6745,76.49097,31.6745,69.63595,27.83729,64.394035,27.73518,79.86932,33.948452,33.04845,0.0946049,0.09462332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029325075,0.0,0.06726633,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1400400,1.5415462,4.29251,4.4497766,3.4025698,2.8678694,5.370184,4.21774,2.9757397,35.40507,32.02456,72.93525,32.02456,63.778343,30.244724,62.301327,30.244724,57.92934,34.27554,33.375538,0.0954688,0.09548747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062592335,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1404000,1.7966888,4.678984,4.1036863,3.230822,2.1966546,5.0044947,2.5407631,2.9740236,33.473328,29.626163,61.11768,29.582428,82.66813,29.148829,55.9677,29.148829,44.826336,32.088882,31.188877,0.09905882,0.09907855,0.0,0.0,0.0,0.0,0.05210775,0.0,0.0,0.0,0.0,0.06503193,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1407600,1.6139745,4.76543,3.4127889,2.2848985,1.4270922,4.778015,1.3558587,2.9726377,31.94025,29.497004,52.510605,29.450394,78.633865,16.567303,76.372055,16.44659,59.368973,31.892159,30.992159,0.10187514,0.10189571,0.0,0.0,0.0,0.0,0.05392796,0.036236145,0.0,0.032098673,0.0,0.046301924,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1411200,1.1763314,4.309221,3.0508387,1.460586,0.8930318,4.7629557,0.2820917,2.9727492,32.06026,26.409128,82.501816,26.440317,100.998,11.583142,75.42006,11.297099,74.02372,29.702929,28.802929,0.101655684,0.10167619,0.0,0.03832211,0.0,0.039524686,0.039500408,0.03395892,0.0,0.025591271,0.025552582,0.066264756,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1414800,0.8149767,3.766984,3.2998562,1.3909531,0.67236614,5.0167913,0.20391043,2.9738235,33.249744,26.810387,86.99449,26.83747,104.08994,13.650979,77.746735,13.384297,78.486824,30.042057,29.142052,0.09947134,0.099491194,0.0,0.036097553,0.0,0.037427824,0.037403885,0.03379647,0.0,0.024641274,0.024603227,0.07389182,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1418400,0.61034733,3.3738313,3.726537,2.135596,0.9065286,5.4854417,1.107567,2.9742281,33.702625,26.862955,89.49648,26.888456,105.9832,14.570062,79.080925,14.31857,81.24922,30.04668,29.14668,0.09863517,0.09865477,0.0,0.034686856,0.0,0.03588279,0.035859108,0.033539575,0.0,0.023873644,0.023836127,0.07745208,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1422000,0.50253063,3.0701287,4.2242184,3.2170649,1.3438228,5.499999,2.7834647,2.9746978,34.23011,26.968298,92.253395,26.992916,108.26924,17.2514,81.73939,17.070961,92.09038,30.092546,29.192543,0.09765804,0.09767735,0.0,0.033081215,0.0,0.03390077,0.033877436,0.033529114,0.0,0.019957196,0.019922545,0.08096187,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1425600,0.5388819,3.0128067,4.7929463,4.0848536,2.0158563,5.499999,4.013678,2.9747632,34.29856,27.46838,93.18182,27.52525,88.754585,20.01033,83.12811,19.914368,74.988914,30.355888,29.455889,0.09753096,0.097550236,0.0,0.03281614,0.0,0.0,0.04794128,0.034324158,0.0,0.02835808,0.0,0.07992107,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1429200,0.63208085,3.2177243,5.271987,4.1187587,2.690178,5.43285,4.4893417,2.9754653,35.093567,31.033981,76.0739,31.033981,68.44624,26.04839,86.17512,26.04839,60.27809,33.289925,32.38992,0.096050955,0.09606979,0.0,0.0,0.0,0.0,0.0,0.036018115,0.0,0.0,0.0,0.06362704,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1432800,0.86209935,3.893125,5.03962,3.2287385,3.431993,5.1763816,3.3066235,2.9756374,35.28626,31.531345,75.849236,31.531345,67.42273,26.297136,86.524826,26.297136,59.585743,33.7768,32.876797,0.095690995,0.095709726,0.0,0.0,0.0,0.0,0.0,0.0359612,0.0,0.0,0.0,0.06142228,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1436400,1.0562131,4.2608795,4.8085732,3.5568116,3.909229,5.043794,2.7080553,2.9748886,34.439903,29.426125,73.31742,29.385468,86.54317,26.201706,63.588158,26.080402,68.70341,31.904028,31.004026,0.09726845,0.09728764,0.0,0.0,0.0,0.0,0.050093565,0.0,0.0,0.03218343,0.0,0.070765674,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1440000,1.1813124,4.4803123,4.463887,3.8900843,3.2632127,5.2893515,3.0423138,2.9744701,33.97343,29.50194,70.08541,29.460295,85.32492,25.90895,61.272354,25.785837,67.48586,31.96233,31.06233,0.09813395,0.09815341,0.0,0.0,0.0,0.0,0.050746668,0.0,0.0,0.03244212,0.0,0.06649015,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1443600,1.2339697,4.6474323,4.0100455,3.807494,2.382392,5.422348,2.815602,2.9736607,33.06838,29.504883,60.90001,29.461546,83.07925,25.299677,56.16425,25.173084,65.09132,31.939508,31.039503,0.09980549,0.099825434,0.0,0.0,0.0,0.0,0.05185143,0.0,0.0,0.032933448,0.0,0.059490558,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1447200,1.0880065,4.7072334,3.3162923,2.8583426,1.4480584,5.205803,1.6699326,2.972512,31.801617,29.40493,52.57072,29.358686,79.04544,16.348387,76.374245,16.228804,59.723576,31.789164,30.889164,0.10212843,0.102149084,0.0,0.0,0.0,0.0,0.053698663,0.036112305,0.0,0.031936113,0.0,0.043731097,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1450800,0.68665427,4.287436,3.0645308,1.6988133,0.91729075,5.095949,0.45753217,2.9725726,31.868301,26.289785,82.43184,26.321835,101.18816,11.399693,75.452866,11.11751,74.32139,29.566597,28.666597,0.102006614,0.10202723,0.0,0.038296152,0.0,0.039293494,0.03926925,0.03382746,0.0,0.025404451,0.025365883,0.06425663,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1454400,0.34182882,3.7290654,3.310423,1.6737822,0.6977786,5.365077,0.35979858,2.9735818,32.979733,26.657373,86.54784,26.68541,103.937096,13.260551,77.42567,12.9961815,78.3791,29.881681,28.98168,0.09996868,0.09998868,0.0,0.036262453,0.0,0.037428457,0.037404515,0.03375377,0.0,0.024525717,0.024487747,0.0719448,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1458000,0.1570773,3.320039,3.7210677,2.3726327,0.9113283,5.499999,1.4536016,2.97407,33.523262,26.74134,89.32592,26.766933,105.84321,15.581256,79.69686,15.377209,87.799126,29.917553,29.017548,0.09896664,0.09898634,0.0,0.034715746,0.0,0.03589943,0.03587575,0.033763256,0.0,0.02132653,0.021290844,0.07595625,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
